Time,Learning rate,Train loss,Validation loss,MAE_free_energy
17.611462831497192,0.0001,27384.909421875,27138.021484375,126.89680859375
35.17256259918213,0.0001,20264.707125,13599.9955234375,111.93763671875
52.73896336555481,0.0001,15131.0279609375,16004.56440625,112.69126953125
70.37966465950012,0.0001,14405.001171875,13347.21703125,111.53966796875
87.87540555000305,0.0001,13768.62871875,13603.638984375,111.3660546875
105.55242967605591,0.0001,13501.1701484375,13308.11671875,111.46934765625
123.13206052780151,0.0001,13537.5349765625,13293.378859375,111.4889140625
140.6919870376587,0.0001,13543.0065625,13303.1847421875,111.60503515625
158.44705200195312,0.0001,13476.25978125,13332.5556875,111.6323203125
176.06838011741638,0.0001,13471.34265625,13488.70878125,111.7336015625
193.7194139957428,0.0001,13510.3408046875,13457.318546875,111.76378125
211.31466031074524,0.0001,13434.1253359375,13394.4326171875,111.6362265625
228.94970560073853,0.0001,13394.3929296875,13281.59634375,111.52415625
246.52663040161133,0.0001,13372.1846015625,13275.2455234375,111.49478125
264.1197464466095,0.0001,13368.6455703125,13312.0728203125,111.40875
281.67285108566284,0.0001,13454.4399609375,13286.39325,111.56808984375
299.1840190887451,0.0001,13415.689421875,13406.2543984375,111.69516796875
316.8251829147339,0.0001,13401.2314765625,13465.3914140625,111.72581640625
334.450147151947,0.0001,13437.64565625,13482.2224921875,111.7691484375
352.04846596717834,0.0001,13356.3479609375,13297.2139375,111.5319140625
369.5190122127533,0.0001,13379.9495078125,13320.2026796875,111.63834375
387.3267409801483,0.0001,13356.8795859375,13273.5962578125,111.497765625
404.87097692489624,0.0001,13362.2964296875,13281.603421875,111.544265625
422.49001026153564,0.0001,13358.3714609375,13346.015828125,111.6084765625
440.08180570602417,0.0001,13417.2142265625,13385.6568203125,111.7057421875
457.6701991558075,0.0001,13332.5260625,13295.5254140625,111.56235546875
475.3065013885498,0.0001,13344.9521015625,13262.446484375,111.46859375
492.8719434738159,0.0001,13350.9669609375,13285.0925234375,111.464
510.4491124153137,0.0001,13429.4580703125,13716.1254453125,111.8568125
528.1090176105499,0.0001,13451.0913125,13308.9584765625,111.3839921875
545.738284111023,0.0001,13373.29959375,13334.493421875,111.64973046875
563.2906262874603,0.0001,13371.58690625,13330.0405,111.599578125
580.9154016971588,0.0001,13488.9702109375,13290.096640625,111.40405859375
598.4884498119354,0.0001,13388.94853125,13412.1712734375,111.6298203125
616.0235195159912,0.0001,13354.3210703125,13289.5469296875,111.54645703125
633.5042402744293,0.0001,13378.3475234375,13377.76690625,111.33778515625
651.1028099060059,0.0001,13352.8953125,13273.7249140625,111.43143359375
668.6381618976593,0.0001,13422.0701015625,13513.3827734375,111.72108203125
686.23317527771,0.0001,13328.983375,13275.585734375,111.43472265625
703.7441718578339,0.0001,13361.082703125,13264.6945703125,111.4537890625
721.2762315273285,0.0001,13568.2756015625,13451.807296875,111.69152734375
738.9306461811066,0.0001,13451.38946875,13537.2398984375,111.203640625
756.4644882678986,0.0001,13522.5342734375,13828.267390625,111.94931640625
774.0747532844543,0.0001,13457.3258359375,13448.9085546875,111.209984375
791.6386706829071,0.0001,13396.166390625,13306.1698203125,111.562265625
809.1781196594238,0.0001,13315.7315390625,13258.5795390625,111.48481640625
826.7460374832153,0.0001,13298.21021875,13257.8670703125,111.48434375
844.3297121524811,0.0001,13293.596703125,13260.474515625,111.3724765625
861.7704367637634,0.0001,13347.08859375,13266.754515625,111.50571875
879.3277544975281,0.0001,13409.8118046875,13299.2806328125,111.3657265625
896.9086124897003,0.0001,13509.363265625,13630.2134921875,111.837828125
914.4885158538818,0.0001,13423.9750703125,13435.3848359375,111.19061328125
932.0539510250092,0.0001,13491.4342734375,13721.3766171875,111.85484765625
949.580192565918,0.0001,13441.33790625,13265.6155859375,111.5114453125
967.104923248291,0.0001,13269.1903828125,13285.587484375,111.34303125
984.6571350097656,0.0001,13316.8679453125,13356.1340390625,111.617
1002.1775834560394,0.0001,13292.0486328125,13275.3911953125,111.398546875
1019.7008056640625,0.0001,13290.661046875,13525.3058984375,111.794265625
1037.2461943626404,0.0001,13355.2309453125,13446.6715625,111.24446875
1054.8400192260742,0.0001,13319.6380234375,13309.8893046875,111.5456796875
1072.3835008144379,0.0001,13380.4580390625,14121.0885,111.9366015625
1089.9294030666351,0.0001,13642.7831875,13955.66628125,111.08617578125
1107.549213886261,0.0001,13603.6773046875,13293.890609375,111.61874609375
1125.168065071106,0.0001,13427.3078125,13347.418171875,111.51650390625
1142.71262717247,0.0001,13416.72296875,13242.7338046875,111.4401640625
1160.4301629066467,0.0001,13293.6369375,13727.7323359375,111.8115078125
1178.0290095806122,0.0001,13586.2552265625,14004.33171875,111.03375390625
1195.6464838981628,0.0001,13539.19965625,13427.0088203125,111.6886796875
1213.1876850128174,0.0001,13396.1707265625,13262.4318515625,111.3831171875
1230.7861745357513,0.0001,13468.94628125,13287.0466875,111.32870703125
1248.3636178970337,0.0001,13388.1311640625,13516.408609375,111.698328125
1265.900197505951,0.0001,13357.7975625,13322.474359375,111.309078125
1283.5861647129059,0.0001,13269.678328125,13240.98475,111.45962890625
1301.1578578948975,0.0001,13352.6164140625,13245.28128125,111.463328125
1318.7942051887512,0.0001,13445.7242109375,13503.1366953125,111.70598828125
1336.3252789974213,0.0001,13291.376875,13249.519828125,111.48348046875
1353.9813423156738,0.0001,13244.932265625,13259.7950078125,111.511390625
1371.6259503364563,0.0001,13233.388171875,13513.772734375,111.71615625
1389.152261018753,0.0001,13252.7474453125,13280.710765625,111.40306640625
